analysis_timestamp,total_films,total_scenes,avg_scenes_per_film,avg_tension,avg_fear,total_dialogue_words,total_action_words,mini_success_rate,4o_fallback_rate,fallback_rate
20250922_205145,129,9760,75.65891472868218,0.4359375,0.3098668032786885,572848,560135,0.9996507160321342,0.0,0.00034928396786587494
